MEAN,SIGMA,D_MEAN,D_SIGMA,Y
1939.746,7.885425163,1.62,-1.351201927,4.21
1937.986,5.392061758,4.21,-2.493363405,14.99
1940.604,10.09879349,14.99,4.706731734,2.5
1946.478,10.97272163,2.5,0.873928139,3.39
1951.82,11.1932368,3.39,0.220515166,-0.26
1956.786,8.619033008,-0.26,-2.574203789,-12.63
1958.384,5.286372102,-12.63,-3.332660906,9.55
1958.894,5.239859731,9.55,-0.046512371,-2.31
1958.442,5.274037353,-2.31,0.034177622,3.74
1958.06,4.931161121,3.74,-0.342876232,-0.73
1957.584,4.476017203,-0.73,-0.455143918,13.09
1962.252,6.344065731,13.09,1.868048528,1.3
1965.27,8.077827678,1.3,1.733761947,10.82
1970.914,10.53278121,10.82,2.454953531,-7.79
1974.252,9.142459735,-7.79,-1.390321474,-13.94
1974.948,7.849099948,-13.94,-1.293359786,9.12
1974.85,7.877515471,9.12,0.028415523,-8.15
1972.862,9.108186977,-8.15,1.230671505,2.89
1969.288,5.868732401,2.89,-3.239454575,9.53
1969.178,5.674766074,9.53,-0.193966327,-3.82
1971.092,4.93513627,-3.82,-0.739629805,8.29
1972.84,6.872274005,8.29,1.937137735,-23.45
1971.528,9.088436059,-23.45,2.216162054,20.1
1973.658,9.176481897,20.1,0.088045838,-4.59
1972.964,8.980207681,-4.59,-0.196274215,9.9
1975.014,10.16248641,9.9,1.182278727,3.48
1976.102,11.27063308,3.48,1.108146671,0.97
1982.074,6.072876584,0.97,-5.197756495,-9.64
1982.098,6.054045755,-9.64,-0.018830829,0.57
1983.154,4.457760649,0.57,-1.596285106,-8.96
1980.438,7.362191929,-8.96,2.90443128,0.12
1977.05,7.478619525,0.12,0.116427596,-39.4
1965.588,19.99044322,-39.4,12.51182369,-5.52
1954.95,25.02625821,-5.52,5.035814993,13.84
1946.966,21.60539933,13.84,-3.420858885,-18.78
1937.018,19.74828398,-18.78,-1.857115349,0.03
1927.052,7.944175225,0.03,-11.80410875,-10.67
1922.832,10.67623623,-10.67,2.732061004,22.02
1924.12,11.39037752,22.02,0.71414129,5.33
1923.706,10.73346309,5.33,-0.656914423,-3.17
1926.414,11.3227925,-3.17,0.589329406,12.97
1931.71,13.66381901,12.97,2.341026512,8.46
1940.832,9.892000303,8.46,-3.771818709,-0.12
1945.526,9.978225293,-0.12,0.08622499,16.68
1952.49,13.86437882,16.68,3.886153525,9.86
1962.06,14.20531591,9.86,0.340937089,4.91
1970.018,14.60309967,4.91,0.397783765,5.86
1977.456,14.6272735,5.86,0.024173828,-3.97
1984.124,7.93264962,-3.97,-6.694623878,9.52
1989.36,6.156204188,9.52,-1.776445433,2.1
1993.044,5.85564087,2.1,-0.300563318,0.1
1995.766,5.183732246,0.1,-0.671908624,-3.38
1996.64,4.823919568,-3.38,-0.359812678,6.63
1999.634,2.532583661,6.63,-2.291335907,-1.09
2000.506,2.54546263,-1.09,0.012878969,-1.56
2000.646,2.531260556,-1.56,-0.014202074,-3.07
2000.152,2.876989746,-3.07,0.345729191,10.06
2002.346,3.691941224,10.06,0.814951478,-6.17
2001.98,3.65557793,-6.17,-0.036363294,-13.1
1999.212,7.042469027,-13.1,3.386891098,7.25
1998.206,7.13189526,7.25,0.089426233,1.76
1998.166,7.13635271,1.76,0.00445745,-11.91
1993.732,6.590452943,-11.91,-0.545899766,-1.41
1990.25,6.007249787,-1.41,-0.583203157,14.85
1992.358,6.983313683,14.85,0.976063897,2.59
1993.534,8.091824887,2.59,1.108511204,9.79
1996.316,11.46346501,9.79,3.371640122,-0.96
2001.288,11.00314819,-0.96,-0.460316823,-16.11
2003.32,7.385915651,-16.11,-3.617232535,-11.52
2000.078,11.92812936,-11.52,4.542213708,15.53
1999.424,11.91551216,15.53,-0.0126172,-32.31
1990.35,16.81959126,-32.31,4.904079097,16.86
1984.84,12.59009134,16.86,-4.229499913,-5.05
1981.542,11.61805362,-5.05,-0.972037718,-5.51
1979.446,12.26827331,-5.51,0.650219686,-26.13
1969.018,14.23736879,-26.13,1.969095478,0.01
1965.054,17.64303347,0.01,3.405664682,21.73
1962.064,14.93157828,21.73,-2.711455187,-3.08
1959.468,12.43066651,-3.08,-2.500911768,-29.72
1952.03,13.88220444,-29.72,1.451537921,33.79
1956.576,15.14376538,33.79,1.261560948,-40.68
1952.984,19.67973145,-40.68,4.535966068,-22.08
1940.63,26.26247799,-22.08,6.582746535,-31.39
1922.614,34.97258112,-31.39,8.710103131,2.96
1911.134,39.03441084,2.96,4.061829728,-15.21
1889.854,26.74430837,-15.21,-12.29010248,0.27
1876.764,17.79883227,0.27,-8.945476101,24
1872.89,10.36475277,24,-7.434079494,17.25
1878.744,17.4885514,17.25,7.123798627,37.27
1891.46,32.88075349,37.27,15.39220209,-14.17
1904.384,31.30929782,-14.17,-1.571455669,23.71
1921.996,26.42877466,23.71,-4.880523161,13.76
1937.56,23.20857277,13.76,-3.22020189,-2.95
1949.084,15.36473983,-2.95,-7.843832941,23.42
1957.838,21.17657361,23.42,5.811833785,-2.75
1968.876,14.48086082,-2.75,-6.695712796,12.35
1977.642,14.07877374,12.35,-0.402087078,23.4
1988.336,20.51359257,23.4,6.434818828,-0.24
1999.572,17.37453366,-0.24,-3.139058904,-5.71
2004.982,15.86836066,-5.71,-1.506173004,11.47
2013.236,11.15367114,11.47,-4.714689514,7.64
2020.548,7.209647703,7.64,-3.944023442,0.71
2023.322,8.551653057,0.71,1.342005354,6.34
2027.412,10.02053242,6.34,1.468879364,1.42
2032.928,6.433495939,1.42,-3.587036482,-1.43
2035.864,3.975252193,-1.43,-2.458243746,1.08
2037.488,3.177148092,1.08,-0.798104101,0.49
2039.068,0.763328239,0.49,-2.413819854,1.5
2039.68,1.104151258,1.5,0.340823019,10.48
2042.104,5.531548608,10.48,4.42739735,-3.08
2044.198,5.687400109,-3.08,0.155851501,4.03
2046.882,5.975074895,4.03,0.287674786,10.75
2051.618,8.014731437,10.75,2.039656542,5.91
2057.236,8.798302677,5.91,0.783571241,-2.38
2060.282,9.077751374,-2.38,0.279448696,5.8
2065.104,7.699615575,5.8,-1.378135799,-5.27
2068.066,3.416127925,-5.27,-4.28348765,-14.12
2066.054,7.407943709,-14.12,3.991815784,13.11
2065.482,7.191277355,13.11,-0.216666354,7.78
2066.942,8.247585707,7.78,1.056308352,-2.41
2066.76,8.093778475,-2.41,-0.153807232,3.45
2068.322,8.99068796,3.45,0.896909485,-15.06
2069.696,6.257170287,-15.06,-2.733517673,-0.49
2068.35,7.667923448,-0.49,1.410753161,-33.68
2058.712,19.4721383,-33.68,11.80421485,9.19
2051.394,20.13180146,9.19,0.659663159,-33
2036.786,24.42650671,-33,4.29470525,-12.7
2022.65,27.64866272,-12.7,3.222156007,-16.89
2005.234,25.74202847,-16.89,-1.906634241,40.15
2002.584,23.64872682,40.15,-2.093301659,48.34
2007.764,33.42880465,48.34,9.780077829,9.42
2021.428,43.19009169,9.42,9.761287043,7.89
2039.21,45.08660056,7.89,1.896508872,3.63
2061.096,28.12259732,3.63,-16.96400324,-0.29
2074.894,8.940834972,-0.29,-19.18176235,6.89
2080.402,6.593600686,6.89,-2.347234287,1.8
2084.386,5.070200193,1.8,-1.523400492,-10.22
2084.748,4.590372534,-10.22,-0.479827659,-21.45
2080.094,12.62399026,-21.45,8.033617723,-0.7
2075.358,15.8230013,-0.7,3.199011039,-37.62
2061.72,26.88978338,-37.62,11.06678208,-17.97
2044.128,31.64853504,-17.97,4.758751661,23.29
2033.238,24.66670468,23.29,-6.981830353,36.24
2033.886,25.53660667,36.24,0.869901981,-17.33
2031.208,22.91712177,-17.33,-2.619484901,-16.55
2032.744,22.27508541,-16.55,-0.642036356,-5.23
2036.828,16.48958975,-5.23,-5.785495663,-11.76
2033.902,19.86585689,-11.76,3.376267144,-18.6
2020.008,19.46847503,-18.6,-0.39738186,26.75
2014.93,13.89570257,26.75,-5.572772457,3.13
2013.788,12.71039811,3.13,-1.185304468,9.57
2015.606,14.83525295,9.57,2.124854841,31.03
2025.982,25.41487301,31.03,10.57962006,-11.33
2037.812,18.98572806,-11.33,-6.429144947,5.27
2045.346,17.25834088,5.27,-1.727387179,-27.54
2046.746,15.09517572,-27.54,-2.163165163,-27.39
2040.754,25.02962505,-27.39,9.934449328,19.09
2032.374,22.54790301,19.09,-2.48172204,-26.26
2021.008,24.53119687,-26.26,1.983293866,25.86
2013.76,14.51348683,25.86,-10.01771004,29.18
2017.856,21.35923641,29.18,6.845749578,-8.52
2025.726,21.37949204,-8.52,0.020255633,21.01
2033.98,26.5586709,21.01,5.179178858,-7.05
2046.076,16.05837725,-7.05,-10.50029365,-8.73
2051.254,8.085748574,-8.73,-7.972628679,21.85
2054.966,11.08671863,21.85,3.000970057,-0.06
2060.37,9.334926352,-0.06,-1.751792279,19.95
2065.562,15.80608016,19.95,6.471153807,8.51
2073.866,19.62407526,8.51,3.817995106,3.35
2084.586,15.25514766,3.35,-4.368927609,-0.66
2090.804,13.31838316,-0.66,-1.936764496,-2.23
2096.588,4.750849398,-2.23,-8.567533762,12.85
2100.952,5.416158233,12.85,0.665308835,-0.64
2103.486,6.028372915,-0.64,0.612214682,5.82
2106.514,7.640024869,5.82,1.611651954,-1.62
2109.35,7.080353099,-1.62,-0.559671771,-3.12
2112.008,2.526008709,-3.12,-4.554344389,-6.24
2110.848,4.249931764,-6.24,1.723923055,12.89
2112.394,5.041912336,12.89,0.791980571,-9.61
2110.854,5.039621017,-9.61,-0.002291318,-9.25
2107.788,7.025565458,-9.25,1.98594444,2.51
2105.848,7.338894331,2.51,0.313328873,-29.78
2099.2,17.24072649,-29.78,9.901832162,8.17
2091.608,15.49802471,8.17,-1.74270178,-35.27
2078.884,23.13565063,-35.27,7.637625916,-3.92
2067.226,25.34206937,-3.92,2.206418742,25.71
2060.208,17.18183547,25.71,-8.160233904,-12.55
2056.636,16.13434318,-12.55,-1.047492282,27.79
2056.988,16.76291353,27.79,0.628570345,-6.91
2063.012,16.40879246,-6.91,-0.354121069,25.22
2074.864,17.22973099,25.22,0.82093853,-10.23
2079.528,17.3692507,-10.23,0.139519713,18.83
2090.468,13.62013473,18.83,-3.749115976,-3.68
2095.114,13.62610289,-3.68,0.005968163,-12.92
2098.558,8.099112297,-12.92,-5.526990594,-30.45
2090.868,18.5247448,-30.45,10.42563251,-4.9
2084.244,24.26965039,-4.9,5.744905586,4.87
2074.828,21.69679631,4.87,-2.572854082,25.22
2071.192,16.36649535,25.22,-5.330300959,-18.35
2066.47,11.8157797,-18.35,-4.550715645,-8.2
2066.198,11.98616578,-8.2,0.170386072,7.27
2068.36,10.61743613,7.27,-1.368729644,13.66
2072.28,10.84573418,13.66,0.228298053,-4.29
2070.298,8.252258479,-4.29,-2.593475706,5.57
2073.1,9.512504928,5.57,1.260246449,9.28
2079.398,8.813133381,9.28,-0.699371546,10.88
2086.418,10.28525255,10.88,1.472119168,-9.63
2088.78,9.972183813,-9.63,-0.313068736,3.41
2092.682,7.356814528,3.41,-2.615369285,10.79
2097.628,6.566419877,10.79,-0.790394651,-1.64
2100.39,6.06115913,-1.64,-0.505260747,-23.81
2096.214,10.31977374,-23.81,4.258614608,19.22
2097.808,10.20405165,19.22,-0.115722092,-3.11
2098.098,10.15462309,-3.11,-0.049428561,10.67
2098.364,10.44719723,10.67,0.292574147,4.97
2099.952,12.16790327,4.97,1.720706039,4.76
2107.254,8.483574129,4.76,-3.684329142,-8.77
2108.958,7.569086471,-8.77,-0.914487658,5.84
2112.452,4.051082571,5.84,-3.518003899,-7.91
2112.23,4.37615699,-7.91,0.325074419,-21.34
2106.746,12.64614684,-21.34,8.269989854,22.78
2104.866,11.2321071,22.78,-1.41403974,6.2
2105.98,11.98564141,6.2,0.753534305,-25.03
2100.92,12.67306593,-25.03,0.687424518,-9.31
2095.58,14.96726762,-9.31,2.294201692,7.85
2096.078,14.58499126,7.85,-0.382276362,28.1
2097.64,16.51087672,28.1,1.92588546,-10.77
2095.808,14.56767552,-10.77,-1.9432012,-6.21
2097.74,14.14989223,-6.21,-0.417783292,-0.64
2101.406,10.30557519,-0.64,-3.844317036,22.62
2108.026,10.17140993,22.62,-0.134165258,1.63
2109.352,11.79043129,1.63,1.619021358,6.47
2114.126,14.3166714,6.47,2.526240111,-1.37
2119.868,12.42613254,-1.37,-1.890538857,-1.98
2125.342,3.396670429,-1.98,-9.029462115,4.97
2127.286,3.133198047,4.97,-0.263472382,-4.76
2127.952,2.109258163,-4.76,-1.023939883,-21.86
2122.952,10.67000328,-21.86,8.560745117,19.28
2122.082,10.34523175,19.28,-0.324771528,-2.69
2121.07,10.12973346,-2.69,-0.21549829,-13.4
2116.384,9.908745127,-13.4,-0.220988334,4.34
2113.518,8.362085266,4.34,-1.546659861,-2.13
2114.598,7.113217978,-2.13,-1.248867288,4.47
2112.716,5.149532018,4.47,-1.96368596,-18.23
2107.726,7.091898899,-18.23,1.942366882,-3.01
2104.814,9.753964835,-3.01,2.662065935,-13.55
2098.324,13.91144241,-13.55,4.157477578,0.87
2092.434,14.17567035,0.87,0.264227942,25.05
2090.66,10.98769084,25.05,-3.187979514,3.66
2093.264,13.72425699,3.66,2.736566152,-14.75
2093.52,13.72607555,-14.75,0.001818557,-9.68
2094.55,12.53162599,-9.68,-1.194449558,11.86
2097.778,9.640205911,11.86,-2.891420081,4.15
2096.826,8.933125433,4.15,-0.707080478,20.8
2099.302,13.59941433,20.8,4.666288893,-11.25
2102.478,13.93393232,-11.25,0.334517998,12.86
2110.162,11.94452469,12.86,-1.989407637,1.35
2115.744,10.24116839,1.35,-1.703356297,-15.62
2117.372,7.473029506,-15.62,-2.768138884,-6.27
2113.586,9.534386713,-6.27,2.061357207,-0.82
2111.886,10.98351173,-0.82,1.44912502,-43.85
2098.844,24.77145797,-43.85,13.78794624,5.47
2086.626,24.19759761,5.47,-0.573860363,14.31
2080.394,20.92055281,14.31,-3.277044795,-0.64
2075.288,16.97845605,-0.64,-3.942096758,-8.02
2068.742,8.586199392,-8.02,-8.392256663,12.58
2073.482,7.382555113,12.58,-1.203644279,-34.66
2070.196,13.91750983,-34.66,6.534954721,4.63
2064.974,15.35363735,4.63,1.436127519,25.31
2064.942,15.32301602,25.31,-0.030621332,22.98
2071.11,21.99748849,22.98,6.674472471,9.35
2076.632,27.88506894,9.35,5.887580451,-1.55
2088.776,24.60930779,-1.55,-3.275761152,16.89
2103.372,17.42698396,16.89,-7.18232383,2.35
2113.376,11.62034122,2.35,-5.806642745,1.64
2119.112,10.0991569,1.64,-1.521184322,-9.07
2121.164,8.421129972,-9.07,-1.678026924,-5.06
2122.514,5.794344657,-5.06,-2.626785315,-12
2118.086,10.58064412,-12,4.786299464,-22.5
2108.688,18.7772687,-22.5,8.196624584,-12.01
2096.56,22.22607253,-12.01,3.448803823,25.61
2091.368,18.29714787,25.61,-3.928924662,15.32
2090.252,16.65686405,15.32,-1.640283815,0.06
2091.548,18.01107215,0.06,1.3542081,-4.79
2096.386,17.2488733,-4.79,-0.762198854,-5.8
2102.466,6.739171314,-5.8,-10.50970198,-4.72
2102.48,6.715269913,-4.72,-0.023901401,6.52
2100.734,5.80986919,6.52,-0.905400723,-16.28
2095.72,7.776837403,-16.28,1.966968214,-5.99
2090.466,9.583609967,-5.99,1.806772564,26.61
2091.694,11.07418981,26.61,1.490579845,-20.11
2089.844,11.49912736,-20.11,0.424937546,1.98
2087.086,10.06679343,1.98,-1.432333926,-2.66
2087.052,10.08195517,-2.66,0.015161736,8.15
2089.846,8.628222876,8.15,-1.453732291,10.9
2089.498,7.910826126,10.9,-0.71739675,-5.52
2092.068,7.792994931,-5.52,-0.117831195,-17.31
2090.78,9.402310886,-17.31,1.609315955,-43.88
2081.248,26.81048806,-43.88,17.40817717,-64.84
2057.118,54.85637493,-64.84,28.04588687,-77.68
2015.272,83.80512765,-77.68,28.94875272,-25.6
1969.41,90.43540899,-25.6,6.630281347,72.9
1941.59,66.21114106,72.9,-24.22426794,47.15
1931.976,50.82721004,47.15,-15.38393102,1.21
1935.572,54.75306585,1.21,3.925855815,-16.69
1951.366,50.71968878,-16.69,-4.03337707,-58.33
1960.614,32.61404038,-58.33,-18.1056484,35.01
1962.284,31.5227843,35.01,-1.091256082,2.27
1954.978,28.2326313,2.27,-3.290153002,-29.91
1941.448,23.79052479,-29.91,-4.442106503,48.19
1940.894,22.91200188,48.19,-0.878522918,-27.37
1946.532,17.39855942,-27.37,-5.513442454,10.25
1947.218,17.57997071,10.25,0.181411282,8.76
1949.202,18.65851468,8.76,1.078543973,-8.02
1955.564,10.26945373,-8.02,-8.389060944,25.06
1957.3,13.439561,25.06,3.17010727,17.22
1967.954,18.48540722,17.22,5.045846213,-5.11
1975.536,18.22725377,-5.11,-0.258153447,-32.17
1974.932,18.86612626,-32.17,0.638872488,8.94
1977.72,15.56080011,8.94,-3.30532615,-24.23
1970.65,22.03459212,-24.23,6.473792014,-3.98
1959.34,20.68434795,-3.98,-1.350244175,-6.52
1947.748,14.33149573,-6.52,-6.352852212,-0.9
1942.41,14.51377621,-0.9,0.182280479,-49.57
1925.37,24.82341032,-49.57,10.30963411,2.32
1913.64,28.192037,2.32,3.368626675,35.94
1909.894,25.09391819,35.94,-3.098118809,3.79
1908.21,23.44797113,3.79,-1.64594706,27.54
1912.214,29.35129861,27.54,5.903327481,35.69
1933.27,38.41487017,35.69,9.063571559,-7.13
1952.436,30.91796128,-7.13,-7.496908883,15.91
1967.596,29.61183767,15.91,-1.306123618,17.6
1985.518,22.83566662,17.6,-6.776171046,1.46
1998.224,15.6093235,1.46,-7.226343125,2.57
2004.306,16.08427586,2.57,0.474952366,-13.77
2009.06,9.048696039,-13.77,-7.035579823,-9.45
2008.742,9.638587552,-9.45,0.589891513,29.62
2010.828,11.79437451,29.62,2.155786954,9.25
2014.472,15.57259676,9.25,3.778222258,0.55
2017.712,17.86607316,0.55,2.293476391,-2.89
2023.128,16.61336721,-2.89,-1.252705947,-11.83
2028.068,6.423018761,-11.83,-10.19034845,33.57
2033.798,12.04740927,33.57,5.624390504,22.64
2042.206,22.00342314,22.64,9.956013878,-3.97
2049.71,24.60442541,-3.97,2.601002272,-5.29
2056.734,22.79197732,-5.29,-1.812448098,24.46
2071.016,13.7810406,24.46,-9.010936717,-0.94
2078.396,10.99105909,-0.94,-2.789981506,-10.05
2079.238,10.84045064,-10.05,-0.150608457,24.69
2085.812,14.18342413,24.69,3.342973492,5.74
2094.592,12.21980442,5.74,-1.963619711,-7.48
2096.984,12.35171162,-7.48,0.131907205,-2.38
2099.088,11.61290747,-2.38,-0.738804148,-0.73
2103.056,4.228827261,-0.73,-7.384080213,-20.62
2097.962,11.61759743,-20.62,7.388770167,3.14
2092.348,11.24933642,3.14,-0.368261003,-6.72
2086.886,11.81878505,-6.72,0.569448623,-29.03
2076.094,19.23779821,-29.03,7.419013163,-22.93
2060.862,25.50069646,-22.93,6.26289825,30.15
2055.784,23.54327781,30.15,-1.957418652,-2.75
2049.528,18.5562542,-2.75,-4.987023607,33.14
2051.244,21.64099651,33.14,3.08474231,-2.34
2058.298,24.9824002,-2.34,3.341403694,7.93
2071.524,18.24691563,7.93,-6.735484575,-2.58
2078.204,15.80772375,-2.58,-2.439191885,2.55
2085.944,3.491236171,2.55,-12.31648757,-0.27
2087.002,3.395993227,-0.27,-0.095242943,1.24
2088.776,1.30907601,1.24,-2.086917217,-9.7
2087.024,3.916054137,-9.7,2.606978126,22.22
2090.232,7.956828514,22.22,4.040774377,-23.12
2088.306,9.333620948,-23.12,1.376792434,-29.89
2080.456,19.60001224,-29.89,10.2663913,42.07
2080.772,19.80622175,42.07,0.206209505,-14.62
2080.104,19.87767793,-14.62,0.071456183,-13.48
2072.296,16.13192115,-13.48,-3.745756782,-15.97
2065.918,18.67099542,-15.97,2.53907427,4.61
2066.44,18.13007446,4.61,-0.540920959,-39.86
2050.576,24.19952644,-39.86,6.06945198,9.57
2039.55,21.52146254,9.57,-2.678063898,21.47
2035.514,17.37976496,21.47,-4.141697585,29.66
2040.604,24.20011529,29.66,6.820350331,-31.18
2038.536,23.38636953,-31.18,-0.813745755,-36.34
2037.172,25.40572416,-36.34,2.019354624,15.6
2037.014,25.52630565,15.6,0.120581489,17.82
2036.126,25.32461016,17.82,-0.201695482,25.32
2034.37,22.23891634,25.32,-3.085693824,-3.3
2038.19,25.28531985,-3.3,3.046403511,-4.49
2048.38,18.08380214,-4.49,-7.201517707,21.86
2059.822,14.23750575,21.86,-3.846296394,-15
2064.7,8.209193018,-15,-6.028312733,-19.42
2060.63,12.42526056,-19.42,4.216067543,-31.28
2050.964,24.75571611,-31.28,12.33045555,4.05
2043.006,28.62438785,4.05,3.868671746,-26.45
2025.386,28.53653588,-26.45,-0.087851974,-47.17
2001.332,37.73250548,-47.17,9.195969603,-21.06
1976.95,42.41439555,-21.06,4.681890069,1.64
1959.152,42.35455725,1.64,-0.0598383,15.01
1943.546,27.67705421,15.01,-14.67750304,-48.4
1923.55,20.73611704,-48.4,-6.940937172,31.56
1919.3,17.68294517,31.56,-3.053171869,-41.51
1910.96,24.56713353,-41.51,6.884188359,1
1902.492,26.32505404,1,1.757920504,-22
1886.622,22.7273859,-22,-3.597668133,9.66
1882.364,23.83794203,9.66,1.110556122,37.91
1879.376,17.83262404,37.91,-6.00531799,-29.82
1878.726,17.84838172,-29.82,0.015757684,26.55
1883.186,21.14373028,26.55,3.295348557,-20.68
1887.91,16.64027794,-20.68,-4.503452334,10.41
1892.784,12.85060427,10.41,-3.789673676,46.88
1899.452,24.95521729,46.88,12.10461302,-0.86
1911.912,26.49779368,-0.86,1.542576392,-36.35
1911.792,26.5459916,-36.35,0.048197918,9.5
1917.708,21.2864222,9.5,-5.259569401,2.92
1922.126,16.78635547,2.92,-4.500066727,-35.4
1910.088,21.47575656,-35.4,4.689401093,-26.61
1892.9,26.07043536,-26.61,4.594678799,-1.23
1882.736,30.63982343,-1.23,4.56938807,-0.35
1870.602,27.76990403,-0.35,-2.8699194,-22.78
1853.328,18.0654939,-22.78,-9.704410129,35.7
1850.274,12.99900689,35.7,-5.066487019,30.8
1858.702,24.30715368,30.8,11.30814679,31.24
1873.624,38.23590041,31.24,13.92874673,-8.99
1886.818,40.18092483,-8.99,1.94502442,-0.05
1904.558,25.04724376,-0.05,-15.13368107,27.72
1920.702,18.02964281,27.72,-7.017600947,-24.23
1925.84,11.59185706,-24.23,-6.437785758,8.53
1926.436,11.73061934,8.53,0.13876228,21.9
1933.21,14.87616214,21.9,3.145542804,-3.65
1939.264,13.07752767,-3.65,-1.798634468,-15.82
1936.61,12.83995522,-15.82,-0.237572454,46.12
1948.026,19.45985945,46.12,6.619904237,8.1
1959.356,22.45616129,8.1,2.996301838,6.95
1967.696,26.3140567,6.95,3.857895407,6.59
1978.084,26.8658832,6.59,0.551826498,1.77
1991.99,9.723453605,1.77,-17.14242959,-22.5
1992.172,9.40770801,-22.5,-0.315745595,10
1992.734,9.057857363,10,-0.349850647,0.31
1991.968,9.148943655,0.31,0.091086292,32.62
1996.408,16.47165353,32.62,7.322709875,-2.55
1999.984,19.57296937,-2.55,3.101315841,-3.71
2007.318,16.49437389,-3.71,-3.078595482,11.29
2014.91,14.74841856,11.29,-1.74595533,13.37
2025.114,9.576039369,13.37,-5.17237919,8.99
2030.592,14.20206922,8.99,4.626029846,2.02
2036.984,15.19783307,2.02,0.995763854,-1.8
2043.758,10.19117363,-1.8,-5.006659437,-13.09
2045.656,6.587809196,-13.09,-3.603364436,-0.77
2044.726,7.713765617,-0.77,1.125956422,1.11
2042.22,7.777663531,1.11,0.063897914,17.96
2042.902,8.877531752,17.96,1.099868221,8.94
2045.732,12.94829796,8.94,4.070766206,-4.21
2050.338,13.0325082,-4.21,0.084210243,13.04
2057.706,13.26922115,13.04,0.236712952,-6.65
2063.522,6.698004927,-6.65,-6.571216226,-20.96
2061.554,10.30084608,-20.96,3.602841155,21.49
2062.096,10.52724228,21.49,0.226396197,-24.75
2058.53,13.97885367,-24.75,3.451611394,5.69
2053.494,11.95020209,5.69,-2.028651582,-5.61
2048.666,10.33628221,-5.61,-1.613919877,19.73
2051.976,11.51910717,19.73,1.182824957,20.7
2055.128,17.2648565,20.7,5.745749331,0.36
2063.302,19.02726517,0.36,1.762408673,-2.05
2069.928,17.92909842,-2.05,-1.098166758,13.61
2080.398,11.75924828,13.61,-6.16985014,6.46
2088.214,8.87474394,6.46,-2.884504335,1.6
2092.21,10.03589059,1.6,1.161146653,-10.92
2093.95,8.650814991,-10.92,-1.385075603,0.1
2096.12,5.163584027,0.1,-3.487230964,-3.79
2094.81,6.408790838,-3.79,1.245206811,3.91
2092.99,5.511814583,3.91,-0.896976254,3.45
2091.54,2.604102533,3.45,-2.907712051,-19.34
2088.406,7.507411671,-19.34,4.903309139,-10.51
2083.15,12.36052386,-10.51,4.853112185,16.13
2081.878,12.08789767,16.13,-0.27262619,-18.06
2076.212,12.94242713,-18.06,0.854529463,-12.25
2067.406,11.76071979,-12.25,-1.181707339,-0.49
2062.37,12.62199073,-0.49,0.86127094,6.51
2060.738,12.67585776,6.51,0.053867031,1.55
2056.19,5.369436656,1.55,-7.306421106,25.7
2060.394,13.88022802,25.7,8.510791368,-19.93
2063.062,12.8993903,-19.93,-0.980837728,-0.35
2065.758,10.90617577,-0.35,-1.993214522,-17.5
2063.652,13.65630331,-17.5,2.750127533,20.05
2065.246,13.39497032,20.05,-0.261332982,-19.45
2057.81,10.00043749,-19.45,-3.394532834,0.42
2054.444,10.03487818,0.42,0.034440685,-7.59
2049.63,10.01206522,-7.59,-0.022812954,12.28
2050.772,9.906572061,12.28,-0.105493161,-4.28
2047.048,4.42309507,-4.28,-5.483476991,28.02
2052.818,13.7246173,28.02,9.301522229,14.48
2061.4,21.10237427,14.48,7.377756975,-0.44
2071.412,20.29458351,-0.44,-0.80779076,8.96
2080.76,20.06528345,8.96,-0.229300062,-2.1
2090.544,8.995425504,-2.1,-11.06985795,2.37
2095.198,4.549166957,2.37,-4.446258547,5.93
2098.142,5.454147046,5.93,0.904980089,-6.13
2099.948,3.121901664,-6.13,-2.332245382,10.28
2102.018,5.155130454,10.28,2.03322879,2.72
2105.052,5.851172532,2.72,0.696042078,6.99
2109.01,7.479695849,6.99,1.628523317,-3.64
2111.054,7.594276134,-3.64,0.114580285,-19.41
2110.442,8.819833899,-19.41,1.225557765,-17.01
2104.372,16.66357015,-17.01,7.843736247,-3.74
2097.01,20.14655802,-3.74,3.482987873,-3.82
2087.486,18.24767328,-3.82,-1.898884742,6.49
2079.988,9.451458618,6.49,-8.796214659,-6.77
2075.018,3.607730589,-6.77,-5.843728029,12.03
2075.856,4.999492974,12.03,1.391762386,5.65
2078.572,7.631433024,5.65,2.63194005,-3.45
2081.362,6.916073308,-3.45,-0.715359716,27.87
2088.428,15.42424941,27.87,8.508176107,-75.91
2081.666,27.52148125,-75.91,12.09723183,-36.87
2065.124,45.38848345,-36.87,17.8670022,35.55
2054.562,44.61040652,35.55,-0.77807693,34.68
2051.626,42.5025991,34.68,-2.107807424,28.09
2048.734,37.44651693,28.09,-5.05608217,4.09
2061.842,43.47703382,4.09,6.030516895,-14.4
2079.444,27.23618879,-14.4,-16.24084503,11.18
2092.172,13.12614262,11.18,-14.11004618,-1.83
2097.598,5.402302287,-1.83,-7.72384033,32
2103.806,15.53922231,32,10.13692002,7.26
2110.648,21.46835741,7.26,5.929135103,14.98
2123.366,23.81222543,14.98,2.343868019,0.29
2133.906,22.35333264,0.29,-1.458892794,11.32
2147.076,13.4691659,11.32,-8.884166739,-2.01
2153.444,10.5230048,-2.01,-2.946161099,5.15
2159.39,6.74140564,5.15,-3.781599159,-3.11
2161.718,5.509035306,-3.11,-1.232370334,9.24
